img1_path,img2_path,label
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chakib_Khelil\Chakib_Khelil_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chakib_Khelil\Chakib_Khelil_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Princess_Caroline\Princess_Caroline_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Princess_Caroline\Princess_Caroline_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_OConnell\Mike_OConnell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Fitzgerald\Peter_Fitzgerald_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Queen_Rania\Queen_Rania_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Queen_Rania\Queen_Rania_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Meghann_Shaughnessy\Meghann_Shaughnessy_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Meghann_Shaughnessy\Meghann_Shaughnessy_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Leonardo_Del_Vecchio\Leonardo_Del_Vecchio_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patrik_Kristiansson\Patrik_Kristiansson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katherine_Harris\Katherine_Harris_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katherine_Harris\Katherine_Harris_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sandra_Bullock\Sandra_Bullock_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sandra_Bullock\Sandra_Bullock_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Harry_Schmidt\Harry_Schmidt_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Harry_Schmidt\Harry_Schmidt_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rupert_Grint\Rupert_Grint_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rupert_Grint\Rupert_Grint_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charles_Taylor\Charles_Taylor_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charles_Taylor\Charles_Taylor_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kieran_Prendergast\Kieran_Prendergast_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kieran_Prendergast\Kieran_Prendergast_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Amber_Frey\Amber_Frey_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anwar_Ibrahim\Anwar_Ibrahim_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Saddam_Hussein\Saddam_Hussein_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Saddam_Hussein\Saddam_Hussein_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Ahmed\Ahmed_Ahmed_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Amstutz\Tom_Amstutz_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Byung-woong\Lee_Byung-woong_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brandon_Jones\Brandon_Jones_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Wolf\David_Wolf_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Wolf\David_Wolf_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patricia_Wartusch\Patricia_Wartusch_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Queen_Elizabeth_II\Queen_Elizabeth_II_0009.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eliane_Karp\Eliane_Karp_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eliane_Karp\Eliane_Karp_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Muwafak_al-Ani\Muwafak_al-Ani_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Agnes_Bruckner\Agnes_Bruckner_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Altman\Robert_Altman_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edmund_Hillary\Edmund_Hillary_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edmund_Hillary\Edmund_Hillary_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Slobodan_Milosevic\Slobodan_Milosevic_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Slobodan_Milosevic\Slobodan_Milosevic_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elvis_Stojko\Elvis_Stojko_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Norton\Edward_Norton_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Halle_Berry\Halle_Berry_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Halle_Berry\Halle_Berry_0013.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hilary_Duff\Hilary_Duff_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hilary_Duff\Hilary_Duff_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Howard\John_Howard_0011.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Howard\John_Howard_0014.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bob_Colvin\Bob_Colvin_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0012.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Cunning\Mike_Cunning_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pinar_del_Rio\Pinar_del_Rio_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Scott_McNealy\Scott_McNealy_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Scott_McNealy\Scott_McNealy_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\OJ_Simpson\OJ_Simpson_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\OJ_Simpson\OJ_Simpson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Ernesto_Derbez_Bautista\Luis_Ernesto_Derbez_Bautista_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Ernesto_Derbez_Bautista\Luis_Ernesto_Derbez_Bautista_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Inocencio_Arias\Inocencio_Arias_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Inocencio_Arias\Inocencio_Arias_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lenny_Wilkens\Lenny_Wilkens_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lenny_Wilkens\Lenny_Wilkens_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Wells\Brian_Wells_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Keira_Knightley\Keira_Knightley_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Ortega\Carlos_Ortega_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Ortega\Carlos_Ortega_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Serge_Klarsfeld\Serge_Klarsfeld_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tiger_Woods\Tiger_Woods_0010.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Arthur_Martinez\Arthur_Martinez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Raja_Ramani\Raja_Ramani_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dustan_Mohr\Dustan_Mohr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wayne_Allard\Wayne_Allard_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Margaret_Hoelzer\Margaret_Hoelzer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Morrow\William_Morrow_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Mugabe\Robert_Mugabe_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Mugabe\Robert_Mugabe_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Macy\William_Macy_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Macy\William_Macy_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Tyson\John_Tyson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kaisser_Bazan\Kaisser_Bazan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Amelia_Vega\Amelia_Vega_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Amelia_Vega\Amelia_Vega_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_Bennett\Tony_Bennett_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Danny_Morgan\Danny_Morgan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fernando_Vargas\Fernando_Vargas_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fernando_Vargas\Fernando_Vargas_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vidar_Helgesen\Vidar_Helgesen_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vidar_Helgesen\Vidar_Helgesen_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Williams\Carol_Williams_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Raghad_Saddam_Hussein\Raghad_Saddam_Hussein_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hal_Sutton\Hal_Sutton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hal_Sutton\Hal_Sutton_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rob_Ramsay\Rob_Ramsay_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sergei_Alexandrovitch_Ordzhonikidze\Sergei_Alexandrovitch_Ordzhonikidze_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carolina_Kluft\Carolina_Kluft_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carolina_Kluft\Carolina_Kluft_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Grady_Irvin_Jr\Grady_Irvin_Jr_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Enos_Slaughter\Enos_Slaughter_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Avril_Lavigne\Avril_Lavigne_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Phillip_Seymor_Hoffmann\Phillip_Seymor_Hoffmann_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Said\Edward_Said_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Said\Edward_Said_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jesse_Ventura\Jesse_Ventura_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jesse_Ventura\Jesse_Ventura_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andrew_Sabey\Andrew_Sabey_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Chalabi\Ahmed_Chalabi_0005.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Kariya\Paul_Kariya_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lawrence_Foley\Lawrence_Foley_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tim_Curry\Tim_Curry_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rupert_Murdoch\Rupert_Murdoch_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sharess_Harrell\Sharess_Harrell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Atiabet_Ijan_Amabel\Atiabet_Ijan_Amabel_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Durst\Robert_Durst_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yann_Martel\Yann_Martel_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rebecca_Romijn-Stamos\Rebecca_Romijn-Stamos_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Jennings\Jason_Jennings_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Sorens\Jason_Sorens_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pedro_Velasquez\Pedro_Velasquez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guillermo_Canas\Guillermo_Canas_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guillermo_Canas\Guillermo_Canas_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gary_Forsee\Gary_Forsee_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gary_Forsee\Gary_Forsee_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nathalie_Dechy\Nathalie_Dechy_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lawrence_Vito\Lawrence_Vito_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Darvis_Patton\Darvis_Patton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Faye_Alibocus\Faye_Alibocus_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cindy_Margolis\Cindy_Margolis_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cindy_Margolis\Cindy_Margolis_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pupi_Avati\Pupi_Avati_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Keith_Foulke\Keith_Foulke_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Asa_Hutchinson\Asa_Hutchinson_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Asa_Hutchinson\Asa_Hutchinson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruben_Studdard\Ruben_Studdard_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruben_Studdard\Ruben_Studdard_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Nash\Steve_Nash_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Nash\Steve_Nash_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Art_Howe\Art_Howe_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Art_Howe\Art_Howe_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Miguel_Contreras\Miguel_Contreras_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Biggs\Jason_Biggs_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jayne_Yarris\Jayne_Yarris_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Boyd\Billy_Boyd_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheila_Fraser\Sheila_Fraser_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheila_Fraser\Sheila_Fraser_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martin_Burnham\Martin_Burnham_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jamir_Miller\Jamir_Miller_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Leahy\David_Leahy_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Leahy\David_Leahy_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chris_Pronger\Chris_Pronger_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brad_Wilk\Brad_Wilk_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Tenet\George_Tenet_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Tenet\George_Tenet_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lionel_Richie\Lionel_Richie_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lionel_Richie\Lionel_Richie_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Bulger\William_Bulger_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tomas_Enge\Tomas_Enge_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Wells\David_Wells_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Wells\David_Wells_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Celso_Amorim\Celso_Amorim_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mitzi_Gaynor\Mitzi_Gaynor_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Leander_Paes\Leander_Paes_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kaisser_Bazan\Kaisser_Bazan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rene_Portland\Rene_Portland_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Justin_Gatlin\Justin_Gatlin_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Francisco_Urenda\Francisco_Urenda_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Christiane_Wulff\Christiane_Wulff_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zhong_Nanshan\Zhong_Nanshan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cheryl_James\Cheryl_James_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anneli_Jaatteenmaki\Anneli_Jaatteenmaki_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anneli_Jaatteenmaki\Anneli_Jaatteenmaki_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Valery_Giscard_dEstaing\Valery_Giscard_dEstaing_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Valery_Giscard_dEstaing\Valery_Giscard_dEstaing_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Harry_Schmidt\Harry_Schmidt_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Harry_Schmidt\Harry_Schmidt_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erik_Morales\Erik_Morales_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erik_Morales\Erik_Morales_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anastasia_Myskina\Anastasia_Myskina_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anastasia_Myskina\Anastasia_Myskina_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alan_Mulally\Alan_Mulally_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alan_Mulally\Alan_Mulally_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patti_Balgojevich\Patti_Balgojevich_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Reginald_Hudlin\Reginald_Hudlin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fran_Drescher\Fran_Drescher_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fran_Drescher\Fran_Drescher_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Muhammad_Ali\Muhammad_Ali_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Muhammad_Ali\Muhammad_Ali_0009.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jack_Nicholson\Jack_Nicholson_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jack_Nicholson\Jack_Nicholson_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Moore\Roger_Moore_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Moore\Roger_Moore_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bono\Bono_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bono\Bono_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eric_Hinske\Eric_Hinske_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eric_Hinske\Eric_Hinske_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Krzyzewski\Mike_Krzyzewski_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Krzyzewski\Mike_Krzyzewski_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mehmet_Okur\Mehmet_Okur_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jackie_Chan\Jackie_Chan_0010.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ray_Allen\Ray_Allen_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Crean\Tom_Crean_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Watson\Tom_Watson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Watson\Tom_Watson_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Takeshi_Kitano\Takeshi_Kitano_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Ferguson\John_Ferguson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Velazquez\John_Velazquez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Aaron_Peirsol\Aaron_Peirsol_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Herb_Sendek\Herb_Sendek_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Herb_Sendek\Herb_Sendek_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianna_Margulies\Julianna_Margulies_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianna_Margulies\Julianna_Margulies_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ken_Watanabe\Ken_Watanabe_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ivan_Lee\Ivan_Lee_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jim_Abbott\Jim_Abbott_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Ryan\George_Ryan_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chris_Whitney\Chris_Whitney_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Barbara_Roberts\Barbara_Roberts_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vince_Gill\Vince_Gill_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vince_Gill\Vince_Gill_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Immelt\Jeffrey_Immelt_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Immelt\Jeffrey_Immelt_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Federer\Roger_Federer_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Federer\Roger_Federer_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheila_Fraser\Sheila_Fraser_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheila_Fraser\Sheila_Fraser_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pascal_Quignard\Pascal_Quignard_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pascal_Quignard\Pascal_Quignard_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Justin_Gatlin\Justin_Gatlin_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Justin_Gatlin\Justin_Gatlin_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mikhail_Wehbe\Mikhail_Wehbe_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mikhail_Wehbe\Mikhail_Wehbe_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_F_Kennedy_Jr\John_F_Kennedy_Jr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Todd_Robbins\Todd_Robbins_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Viegas_Filho\Jose_Viegas_Filho_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Viegas_Filho\Jose_Viegas_Filho_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brandon_Robinson\Brandon_Robinson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fred_Swan\Fred_Swan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Scott_McClellan\Scott_McClellan_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Scott_McClellan\Scott_McClellan_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Fico\Robert_Fico_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Fico\Robert_Fico_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sam_Torrance\Sam_Torrance_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sam_Torrance\Sam_Torrance_0001.npy,1
